Data_Centre_Name,Latitude,Longitude,Climate_Zone,Cooling_System_Type,Ambient_Temperature_C,Relative_Humidity_Pct,IT_Load_MW,Server_Utilisation_Pct,WUE_Litres_Per_kWh,Data_Source,Citation,Cooling_Type_Encoded,Climate_Zone_Encoded
Abu Dhabi,24.5,54.4,desert,air_side,30.5,38.2,50,85,0.073,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,8
Abu Dhabi,24.5,54.4,desert,air_side,33.1,10.0,500,40,0.09,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,8
Abu Dhabi,24.5,54.4,desert,air_side,34.7,30.2,10,75,0.07,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,8
Abu Dhabi,24.5,54.4,desert,evaporative,30.4,26.2,20,40,1.252,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,8
Abu Dhabi,24.5,54.4,desert,evaporative,32.2,19.1,300,95,1.385,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,8
Abu Dhabi,24.5,54.4,desert,evaporative,28.4,28.0,500,75,1.13,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,8
Abu Dhabi,24.5,54.4,desert,evaporative,37.5,30.1,500,65,1.621,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,8
Abu Dhabi,24.5,54.4,desert,chilled_water,34.5,29.0,50,85,0.949,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,8
Abu Dhabi,24.5,54.4,desert,chilled_water,41.2,26.7,300,65,1.098,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,8
Abu Dhabi,24.5,54.4,desert,chilled_water,33.2,23.4,10,40,0.937,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,8
Abu Dhabi,24.5,54.4,desert,chilled_water,36.7,18.5,50,95,0.983,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,8
Abu Dhabi,24.5,54.4,desert,liquid,33.3,22.3,50,40,0.24,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,8
Abu Dhabi,24.5,54.4,desert,liquid,32.6,27.0,200,85,0.25,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,8
Abu Dhabi,24.5,54.4,desert,liquid,32.8,31.6,10,55,0.25,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,8
Abu Dhabi,24.5,54.4,desert,liquid,33.4,21.4,500,65,0.248,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,8
Dubai,25.2,55.3,desert,air_side,30.0,23.6,20,55,0.053,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,8
Dubai,25.2,55.3,desert,air_side,29.9,24.1,100,95,0.054,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,8
Dubai,25.2,55.3,desert,air_side,31.8,28.8,100,40,0.07,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,8
Dubai,25.2,55.3,desert,air_side,30.1,14.9,300,65,0.077,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,8
Dubai,25.2,55.3,desert,evaporative,34.6,37.0,200,95,1.432,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,8
Dubai,25.2,55.3,desert,evaporative,28.3,15.7,20,85,1.196,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,8
Dubai,25.2,55.3,desert,evaporative,31.5,33.3,50,40,1.274,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,8
Dubai,25.2,55.3,desert,evaporative,32.6,24.1,500,65,1.375,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,8
Dubai,25.2,55.3,desert,chilled_water,33.4,27.9,100,65,0.939,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,8
Dubai,25.2,55.3,desert,chilled_water,26.2,37.1,500,75,0.813,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,8
Dubai,25.2,55.3,desert,chilled_water,32.0,22.2,100,55,0.918,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,8
Dubai,25.2,55.3,desert,chilled_water,30.8,35.0,100,95,0.899,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,8
Dubai,25.2,55.3,desert,liquid,29.9,38.5,500,95,0.257,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,8
Dubai,25.2,55.3,desert,liquid,32.1,40.2,200,85,0.278,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,8
Dubai,25.2,55.3,desert,liquid,31.2,33.0,20,55,0.233,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,8
Dubai,25.2,55.3,desert,liquid,34.9,14.7,500,75,0.249,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,8
Delhi,28.6,77.2,subtropical,air_side,22.4,78.7,300,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Delhi,28.6,77.2,subtropical,air_side,24.7,69.6,300,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Delhi,28.6,77.2,subtropical,air_side,25.2,75.7,50,85,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Delhi,28.6,77.2,subtropical,air_side,21.1,73.1,10,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Delhi,28.6,77.2,subtropical,evaporative,25.6,81.8,20,55,0.701,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Delhi,28.6,77.2,subtropical,evaporative,25.4,60.9,10,65,0.806,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Delhi,28.6,77.2,subtropical,evaporative,24.4,76.6,20,85,0.685,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Delhi,28.6,77.2,subtropical,evaporative,27.0,50.0,500,40,0.936,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Delhi,28.6,77.2,subtropical,chilled_water,22.8,75.1,300,65,0.818,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Delhi,28.6,77.2,subtropical,chilled_water,17.6,69.0,100,95,0.728,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Delhi,28.6,77.2,subtropical,chilled_water,22.0,72.0,100,55,0.793,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Delhi,28.6,77.2,subtropical,chilled_water,22.5,77.2,100,75,0.823,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Delhi,28.6,77.2,subtropical,liquid,19.4,78.0,10,65,0.226,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Delhi,28.6,77.2,subtropical,liquid,20.6,83.4,20,55,0.234,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Delhi,28.6,77.2,subtropical,liquid,20.5,76.8,50,85,0.251,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Delhi,28.6,77.2,subtropical,liquid,24.5,70.4,500,95,0.259,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Kuala Lumpur,3.1,101.7,tropical,air_side,26.2,68.9,10,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Kuala Lumpur,3.1,101.7,tropical,air_side,24.3,86.0,20,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Kuala Lumpur,3.1,101.7,tropical,air_side,33.1,90.6,100,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Kuala Lumpur,3.1,101.7,tropical,air_side,25.2,74.9,300,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Kuala Lumpur,3.1,101.7,tropical,evaporative,31.0,90.3,20,95,0.956,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Kuala Lumpur,3.1,101.7,tropical,evaporative,24.2,82.2,50,85,0.636,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Kuala Lumpur,3.1,101.7,tropical,evaporative,26.6,72.8,100,40,0.793,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Kuala Lumpur,3.1,101.7,tropical,evaporative,28.9,88.8,300,55,0.854,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Kuala Lumpur,3.1,101.7,tropical,chilled_water,28.8,87.8,20,40,0.948,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Kuala Lumpur,3.1,101.7,tropical,chilled_water,26.3,80.4,200,95,0.918,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Kuala Lumpur,3.1,101.7,tropical,chilled_water,25.2,96.0,10,85,0.918,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Kuala Lumpur,3.1,101.7,tropical,chilled_water,27.3,75.6,100,75,0.92,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Kuala Lumpur,3.1,101.7,tropical,seawater,31.1,84.3,20,65,0.228,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Kuala Lumpur,3.1,101.7,tropical,seawater,29.2,67.4,200,85,0.214,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Kuala Lumpur,3.1,101.7,tropical,seawater,30.3,93.0,500,75,0.218,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Kuala Lumpur,3.1,101.7,tropical,seawater,32.1,79.8,300,55,0.241,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Kuala Lumpur,3.1,101.7,tropical,liquid,33.7,88.5,50,85,0.312,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Kuala Lumpur,3.1,101.7,tropical,liquid,30.6,88.5,10,95,0.291,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Kuala Lumpur,3.1,101.7,tropical,liquid,24.6,98.0,20,40,0.293,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Kuala Lumpur,3.1,101.7,tropical,liquid,29.8,89.9,100,55,0.298,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Bangkok,13.8,100.5,tropical,air_side,29.2,94.7,50,85,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Bangkok,13.8,100.5,tropical,air_side,23.4,66.7,300,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Bangkok,13.8,100.5,tropical,air_side,23.5,83.0,500,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Bangkok,13.8,100.5,tropical,air_side,28.6,67.1,10,65,0.026,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Bangkok,13.8,100.5,tropical,evaporative,26.5,85.4,200,65,0.745,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Bangkok,13.8,100.5,tropical,evaporative,26.1,81.5,200,95,0.735,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Bangkok,13.8,100.5,tropical,evaporative,28.4,88.7,300,75,0.828,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Bangkok,13.8,100.5,tropical,evaporative,27.2,78.7,500,55,0.826,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Bangkok,13.8,100.5,tropical,chilled_water,26.4,83.8,300,95,0.931,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Bangkok,13.8,100.5,tropical,chilled_water,23.7,62.1,500,55,0.798,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Bangkok,13.8,100.5,tropical,chilled_water,31.6,94.3,300,65,1.035,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Bangkok,13.8,100.5,tropical,chilled_water,27.4,80.9,300,75,0.911,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Bangkok,13.8,100.5,tropical,seawater,30.1,65.6,50,55,0.224,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Bangkok,13.8,100.5,tropical,seawater,27.0,89.3,200,40,0.218,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Bangkok,13.8,100.5,tropical,seawater,27.1,75.7,20,75,0.23,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Bangkok,13.8,100.5,tropical,seawater,25.4,74.8,300,85,0.194,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Bangkok,13.8,100.5,tropical,liquid,28.3,69.9,100,40,0.258,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Bangkok,13.8,100.5,tropical,liquid,28.8,84.8,500,55,0.281,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Bangkok,13.8,100.5,tropical,liquid,28.7,87.5,100,65,0.272,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Bangkok,13.8,100.5,tropical,liquid,33.1,80.2,20,85,0.302,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Ho Chi Minh City,10.8,106.7,tropical,air_side,28.7,80.0,300,75,0.017,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Ho Chi Minh City,10.8,106.7,tropical,air_side,28.4,84.0,300,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Ho Chi Minh City,10.8,106.7,tropical,air_side,30.0,78.2,300,55,0.034,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Ho Chi Minh City,10.8,106.7,tropical,air_side,20.0,80.8,200,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Ho Chi Minh City,10.8,106.7,tropical,evaporative,24.8,91.5,10,75,0.611,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Ho Chi Minh City,10.8,106.7,tropical,evaporative,26.0,80.1,300,40,0.752,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Ho Chi Minh City,10.8,106.7,tropical,evaporative,32.0,78.2,10,85,1.087,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Ho Chi Minh City,10.8,106.7,tropical,evaporative,27.0,63.3,500,55,0.862,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Ho Chi Minh City,10.8,106.7,tropical,chilled_water,27.4,89.6,50,75,0.948,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Ho Chi Minh City,10.8,106.7,tropical,chilled_water,28.0,79.4,10,55,0.922,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Ho Chi Minh City,10.8,106.7,tropical,chilled_water,29.2,84.0,500,95,0.962,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Ho Chi Minh City,10.8,106.7,tropical,chilled_water,25.7,78.3,500,85,0.872,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Ho Chi Minh City,10.8,106.7,tropical,seawater,27.6,84.2,200,95,0.211,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Ho Chi Minh City,10.8,106.7,tropical,seawater,25.1,80.9,20,40,0.213,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Ho Chi Minh City,10.8,106.7,tropical,seawater,26.8,70.9,300,75,0.195,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Ho Chi Minh City,10.8,106.7,tropical,seawater,31.1,82.8,500,85,0.227,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Ho Chi Minh City,10.8,106.7,tropical,liquid,30.9,73.8,20,40,0.287,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Ho Chi Minh City,10.8,106.7,tropical,liquid,27.2,70.8,500,95,0.266,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Ho Chi Minh City,10.8,106.7,tropical,liquid,31.6,79.8,100,55,0.286,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Ho Chi Minh City,10.8,106.7,tropical,liquid,30.0,81.1,100,65,0.276,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Guangzhou,23.1,113.3,subtropical,air_side,15.3,69.0,300,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Guangzhou,23.1,113.3,subtropical,air_side,19.1,60.3,300,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Guangzhou,23.1,113.3,subtropical,air_side,25.8,77.7,200,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Guangzhou,23.1,113.3,subtropical,air_side,23.5,63.6,300,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Guangzhou,23.1,113.3,subtropical,evaporative,21.2,76.9,50,65,0.476,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Guangzhou,23.1,113.3,subtropical,evaporative,26.3,61.9,300,40,0.833,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Guangzhou,23.1,113.3,subtropical,evaporative,22.6,60.6,10,75,0.662,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Guangzhou,23.1,113.3,subtropical,evaporative,20.6,73.1,10,95,0.469,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Guangzhou,23.1,113.3,subtropical,chilled_water,28.2,62.9,50,75,0.896,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Guangzhou,23.1,113.3,subtropical,chilled_water,23.4,74.0,20,85,0.792,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Guangzhou,23.1,113.3,subtropical,chilled_water,26.7,86.6,100,65,0.911,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Guangzhou,23.1,113.3,subtropical,chilled_water,26.1,69.1,200,40,0.884,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Guangzhou,23.1,113.3,subtropical,seawater,23.8,68.9,300,65,0.181,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,2
Guangzhou,23.1,113.3,subtropical,seawater,22.8,64.4,200,75,0.173,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,2
Guangzhou,23.1,113.3,subtropical,seawater,25.4,82.5,20,40,0.198,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,2
Guangzhou,23.1,113.3,subtropical,seawater,24.1,68.4,50,85,0.201,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,2
Guangzhou,23.1,113.3,subtropical,liquid,26.2,86.3,10,75,0.254,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Guangzhou,23.1,113.3,subtropical,liquid,22.4,71.8,10,85,0.237,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Guangzhou,23.1,113.3,subtropical,liquid,25.9,61.5,20,95,0.24,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Guangzhou,23.1,113.3,subtropical,liquid,26.1,62.7,200,40,0.254,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Kolkata,22.5,88.4,tropical,air_side,23.2,95.5,10,85,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Kolkata,22.5,88.4,tropical,air_side,29.4,94.2,100,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Kolkata,22.5,88.4,tropical,air_side,24.2,83.5,50,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Kolkata,22.5,88.4,tropical,air_side,24.2,92.0,300,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Kolkata,22.5,88.4,tropical,evaporative,23.0,90.5,200,55,0.52,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Kolkata,22.5,88.4,tropical,evaporative,30.3,74.0,300,65,1.021,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Kolkata,22.5,88.4,tropical,evaporative,23.2,89.0,300,40,0.544,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Kolkata,22.5,88.4,tropical,evaporative,31.3,75.0,300,95,1.056,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Kolkata,22.5,88.4,tropical,chilled_water,31.5,72.0,500,40,0.956,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Kolkata,22.5,88.4,tropical,chilled_water,30.1,83.9,500,55,0.986,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Kolkata,22.5,88.4,tropical,chilled_water,28.9,88.3,200,65,0.951,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Kolkata,22.5,88.4,tropical,chilled_water,24.8,71.6,50,95,0.844,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Kolkata,22.5,88.4,tropical,seawater,32.0,83.8,10,55,0.25,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Kolkata,22.5,88.4,tropical,seawater,24.7,70.9,200,40,0.186,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Kolkata,22.5,88.4,tropical,seawater,24.6,81.5,500,75,0.204,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Kolkata,22.5,88.4,tropical,seawater,29.0,92.2,300,65,0.237,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Kolkata,22.5,88.4,tropical,liquid,31.6,91.1,20,95,0.298,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Kolkata,22.5,88.4,tropical,liquid,26.8,88.7,50,75,0.294,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Kolkata,22.5,88.4,tropical,liquid,31.3,90.5,100,40,0.307,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Kolkata,22.5,88.4,tropical,liquid,29.1,87.4,300,65,0.302,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Lagos,6.5,3.4,tropical,air_side,26.9,85.3,200,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Lagos,6.5,3.4,tropical,air_side,25.1,89.4,50,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Lagos,6.5,3.4,tropical,air_side,25.7,81.6,50,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Lagos,6.5,3.4,tropical,air_side,27.5,82.0,50,85,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Lagos,6.5,3.4,tropical,evaporative,32.8,86.6,100,65,1.098,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Lagos,6.5,3.4,tropical,evaporative,24.0,76.4,200,85,0.666,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Lagos,6.5,3.4,tropical,evaporative,26.9,80.8,50,40,0.791,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Lagos,6.5,3.4,tropical,evaporative,31.0,82.8,10,55,1.007,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Lagos,6.5,3.4,tropical,chilled_water,26.0,90.3,500,75,0.89,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Lagos,6.5,3.4,tropical,chilled_water,30.8,80.5,10,95,0.985,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Lagos,6.5,3.4,tropical,chilled_water,25.1,82.0,100,85,0.876,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Lagos,6.5,3.4,tropical,chilled_water,31.2,67.6,10,65,0.952,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Lagos,6.5,3.4,tropical,seawater,32.7,77.3,500,40,0.228,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Lagos,6.5,3.4,tropical,seawater,26.9,98.0,20,65,0.224,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Lagos,6.5,3.4,tropical,seawater,25.5,78.0,200,95,0.204,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Lagos,6.5,3.4,tropical,seawater,28.2,98.0,100,55,0.249,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,1
Lagos,6.5,3.4,tropical,liquid,28.8,67.1,50,75,0.279,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Lagos,6.5,3.4,tropical,liquid,33.1,69.4,10,55,0.28,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Lagos,6.5,3.4,tropical,liquid,27.3,72.8,50,95,0.259,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Lagos,6.5,3.4,tropical,liquid,28.5,86.0,300,65,0.302,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Nairobi,-1.3,36.8,tropical,air_side,25.1,77.1,20,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Nairobi,-1.3,36.8,tropical,air_side,31.5,85.5,20,85,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Nairobi,-1.3,36.8,tropical,air_side,29.6,92.3,500,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Nairobi,-1.3,36.8,tropical,air_side,26.9,77.3,100,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Nairobi,-1.3,36.8,tropical,evaporative,26.3,80.8,500,40,0.762,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Nairobi,-1.3,36.8,tropical,evaporative,28.6,84.9,100,75,0.866,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Nairobi,-1.3,36.8,tropical,evaporative,29.0,91.7,100,55,0.859,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Nairobi,-1.3,36.8,tropical,evaporative,26.3,62.5,300,65,0.829,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
